تاریخ,ساعت,مسابقات,فصل,عنوان,حریف,گل زده,گل خورده,تفاضل گل,امتیاز,بازی در خانه,لینک بازی
1402/01/11,19:30,لیگ برتر ایران,1401-1402,هفته 24,ذوب آهن,2,0,2,3,1,https://video.varzesh3.com/video/276407/خلاصه-بازی-استقلال-2-ذوب-آهن-0
1402/01/18,19:30,لیگ برتر ایران,1401-1402,هفته 25,آلومینیوم اراک,1,0,1,3,0,https://video.varzesh3.com/video/277118/خلاصه-بازی-آلومینیوم-اراک-0-استقلال-1
1402/01/26,19:30,لیگ برتر ایران,1401-1402,هفته 26,هوادار,6,1,5,3,1,https://video.varzesh3.com/video/297870/خلاصه-بازی-استقلال-6-هوادار-1
1402/02/03,16:00,لیگ برتر ایران,1401-1402,هفته 27,پرسپولیس,0,1,-1,0,0,https://video.varzesh3.com/video/298603/خلاصه-بازی-پرسپولیس-1-استقلال-0
1402/02/09,17:30,جام حذفی ایران,1401-1402,یک چهارم نهایی,پارس جنوبی جم,1,0,1,3,0,https://video.varzesh3.com/video/299191/خلاصه-بازی-پارس-جنوبی-جم-0-استقلال-1
1402/02/15,18:00,لیگ برتر ایران,1401-1402,هفته 28,صنعت نفت آبادان,1,1,0,1,1,https://video.varzesh3.com/video/299814/خلاصه-بازی-استقلال-1-صنعت-نفت-آبادان-1
1402/02/22,18:00,لیگ برتر ایران,1401-1402,هفته 29,مس رفسنجان,2,1,1,3,0,https://video.varzesh3.com/video/300489/خلاصه-بازی-مس-رفسنجان-1-استقلال-2
1402/02/28,18:00,لیگ برتر ایران,1401-1402,هفته 30,تراکتور,7,1,6,3,1,https://video.varzesh3.com/video/301121/خلاصه-بازی-استقلال-7-تراکتور-1
1402/03/03,18:30,جام حذفی ایران,1401-1402,نیمه نهایی,نساجی مازندران,4,0,4,3,1,https://video.varzesh3.com/video/301704/خلاصه-بازی-استقلال-4-نساجی-0
1402/03/10,19:45,جام حذفی ایران,1401-1402,فینال,پرسپولیس,1,2,-1,0,1,https://video.varzesh3.com/video/302366/خلاصه-بازی-استقلال-1-پرسپولیس-2
1402/05/19,21:30,لیگ برتر ایران,1402-1403,هفته 1,صنعت نفت آبادان,3,0,3,3,0,https://video.varzesh3.com/video/307448/خلاصه-بازی-صنعت-نفت-آبادان-0-استقلال-3
1402/05/26,19:30,لیگ برتر ایران,1402-1403,هفته 2,ملوان,1,0,1,3,1,https://video.varzesh3.com/video/308149/خلاصه-بازی-استقلال-1-ملوان-0
1402/06/01,20:00,لیگ برتر ایران,1402-1403,هفته 3,سپاهان,0,1,-1,0,0,https://video.varzesh3.com/video/308659/خلاصه-بازی-سپاهان-1-استقلال-0
1402/06/06,19:30,لیگ برتر ایران,1402-1403,هفته 4,استقلال خوزستان,1,0,1,3,1,https://video.varzesh3.com/video/309243/خلاصه-بازی-استقلال-1-استقلال-خوزستان-0
1402/07/15,17:45,لیگ برتر ایران,1402-1403,هفته 7,مس رفسنجان,1,0,1,3,0,https://video.varzesh3.com/video/312985/خلاصه-بازی-مس-رفسنجان-0-استقلال-1
1402/07/28,18:00,لیگ برتر ایران,1402-1403,هفته 6,هوادار,3,2,1,3,1,https://video.varzesh3.com/video/314009/خلاصه-بازی-استقلال-3-هوادار-2
1402/08/05,18:00,لیگ برتر ایران,1402-1403,هفته 8,آلومینیوم اراک,1,0,1,3,1,https://video.varzesh3.com/video/314771/خلاصه-بازی-استقلال-1-آلومینیوم-0
1402/08/11,15:30,لیگ برتر ایران,1402-1403,هفته 9,شمس آذر قزوین,2,2,0,1,0,https://video.varzesh3.com/video/315396/خلاصه-بازی-شمس-آذر-2-استقلال-2
1402/08/20,16:20,لیگ برتر ایران,1402-1403,هفته 10,تراکتور,2,0,2,3,1,https://video.varzesh3.com/video/316357/خلاصه-بازی-استقلال-2-تراکتور-0
1402/09/04,17:30,لیگ برتر ایران,1402-1403,هفته 11,ذوب آهن,1,1,0,1,0,https://video.varzesh3.com/video/317685/خلاصه-بازی-ذوب-آهن-1-استقلال-1
1402/09/18,17:45,لیگ برتر ایران,1402-1403,هفته 12,فولاد,0,0,0,1,0,https://video.varzesh3.com/video/318991/خلاصه-بازی-فولاد-0-استقلال-0
