تاریخ,ساعت,مسابقات,فصل,عنوان,حریف,گل زده,گل خورده,تفاضل گل,امتیاز,بازی در خانه,لینک بازی
1400/05/03,21:15,لیگ برتر ایران,1399-1400,هفته 29,تراکتور,3,1,2,3,1,https://video.varzesh3.com/video/236264/
1400/05/08,21:15,لیگ برتر ایران,1399-1400,هفته 30,پیکان,2,0,2,3,0,https://video.varzesh3.com/video/236507/
1400/06/23,19:30,لیگ نخبگان آسیا,2021,یک هشتم نهایی,استقلال تاجیکستان,1,0,1,3,0,https://video.varzesh3.com/video/238536/
1400/07/24,21:30,لیگ نخبگان آسیا,2021,یک چهارم نهایی,الهلال,0,3,-3,0,1,https://video.varzesh3.com/video/240065/
1400/07/30,18:00,لیگ برتر ایران,1400-1401,هفته 1,فولاد,3,1,2,3,0,https://video.varzesh3.com/video/240381/
1400/08/05,18:00,لیگ برتر ایران,1400-1401,هفته 2,نساجی مازندران,2,1,1,3,1,https://video.varzesh3.com/video/240636/
1400/08/10,16:00,لیگ برتر ایران,1400-1401,هفته 3,آلومینیوم اراک,0,1,-1,0,0,https://video.varzesh3.com/video/240890/
1400/08/15,18:00,لیگ برتر ایران,1400-1401,هفته 4,گل گهر سیرجان,1,1,0,1,1,https://video.varzesh3.com/video/241231/
1400/08/28,16:00,لیگ برتر ایران,1400-1401,هفته 5,مس رفسنجان,1,1,0,1,0,https://video.varzesh3.com/video/241860/
1400/09/03,18:00,لیگ برتر ایران,1400-1401,هفته 6,صنعت نفت آبادان,1,0,1,3,1,https://video.varzesh3.com/video/242143/
1400/09/08,18:00,لیگ برتر ایران,1400-1401,هفته 7,نفت مسجدسلیمان,1,0,1,3,1,https://video.varzesh3.com/video/242400/
1399/09/06,16:35,لیگ برتر ایران,1399-1400,هفته 3,نفت مسجدسلیمان,0,0,0,1,0,https://video.varzesh3.com/video/223530/
1399/09/10,16:15,لیگ برتر ایران,1399-1400,هفته 4,شهرخودرو مشهد,3,0,3,3,1,https://video.varzesh3.com/video/223709/
1399/09/29,15:30,لیگ نخبگان آسیا,2020,فینال,اولسان اچ دی,1,2,-1,0,1,https://video.varzesh3.com/video/224674/
1399/10/05,15:00,لیگ برتر ایران,1399-1400,هفته 5,نساجی مازندران,1,1,0,1,0,https://video.varzesh3.com/video/225004/
1399/10/11,15:00,لیگ برتر ایران,1399-1400,هفته 6,ذوب آهن,1,1,0,1,1,https://video.varzesh3.com/video/225351/
1399/10/16,16:30,لیگ برتر ایران,1399-1400,هفته 7,سپاهان,0,0,0,1,1,https://video.varzesh3.com/video/225614/
1399/10/22,16:35,لیگ برتر ایران,1399-1400,هفته 8,استقلال,2,2,0,1,0,https://video.varzesh3.com/video/225918/
1399/10/29,16:40,لیگ برتر ایران,1399-1400,هفته 11,فولاد,2,1,1,3,1,https://video.varzesh3.com/video/226289/
1399/11/06,15:00,لیگ برتر ایران,1399-1400,هفته 12,آلومینیوم اراک,1,2,-1,0,0,https://video.varzesh3.com/video/226648/
1399/11/11,16:55,لیگ برتر ایران,1399-1400,هفته 13,ماشین سازی تبریز,2,1,1,3,1,https://video.varzesh3.com/video/226986/
1399/11/16,15:00,لیگ برتر ایران,1399-1400,هفته 14,تراکتور,1,0,1,3,0,https://video.varzesh3.com/video/227248/
1399/11/21,17:00,لیگ برتر ایران,1399-1400,هفته 9,مس رفسنجان,1,0,1,3,1,https://video.varzesh3.com/video/227730/
1399/11/26,17:15,لیگ برتر ایران,1399-1400,هفته 15,پیکان,1,0,1,3,1,https://video.varzesh3.com/video/228019/
1399/12/01,15:40,لیگ برتر ایران,1399-1400,هفته 10,گل گهر سیرجان,5,0,5,3,0,https://video.varzesh3.com/video/228364/
1399/12/11,17:25,لیگ برتر ایران,1399-1400,هفته 16,سایپا,1,0,1,3,1,https://video.varzesh3.com/video/228917/
1399/12/16,15:00,لیگ برتر ایران,1399-1400,هفته 17,صنعت نفت آبادان,0,0,0,1,0,https://video.varzesh3.com/video/229201/
1399/12/22,15:00,جام حذفی ایران,1399-1400,1/16 نهایی,مس نوین کرمان,3,0,3,3,0,https://video.varzesh3.com/video/229583/
1399/12/28,15:00,لیگ برتر ایران,1399-1400,هفته 18,نفت مسجدسلیمان,2,1,1,3,1,https://video.varzesh3.com/video/229940/
1400/01/14,16:30,لیگ برتر ایران,1399-1400,هفته 19,شهرخودرو مشهد,1,1,0,1,0,https://video.varzesh3.com/video/230697/
1400/01/19,18:50,لیگ برتر ایران,1399-1400,هفته 20,نساجی مازندران,2,0,2,3,1,https://video.varzesh3.com/video/230968/
1400/01/25,19:00,لیگ نخبگان آسیا,2021,هفته 1,الوحده امارات,1,0,1,3,1,https://video.varzesh3.com/video/231313/
1400/01/28,21:30,لیگ نخبگان آسیا,2021,هفته 1,الریان,3,1,2,3,0,https://video.varzesh3.com/video/231489/
1400/01/31,21:30,لیگ نخبگان آسیا,2021,هفته 1,گوا هند,2,1,1,3,1,https://video.varzesh3.com/video/231621/
1400/02/03,21:30,لیگ نخبگان آسیا,2021,هفته 1,گوا هند,4,0,4,3,0,https://video.varzesh3.com/video/231762/
1398/11/17,15:30,لیگ برتر ایران,1398-1399,هفته 19,استقلال,2,2,0,1,1,https://video.varzesh3.com/video/209273/
1398/11/22,18:45,لیگ نخبگان آسیا,2020,هفته 1,الدحیل,0,2,-2,0,0,https://video.varzesh3.com/video/209631/
1398/11/29,19:05,لیگ نخبگان آسیا,2020,هفته 1,شارجه امارات,2,2,0,1,0,https://video.varzesh3.com/video/210080/
1398/12/04,16:15,لیگ برتر ایران,1398-1399,هفته 20,سپاهان,3,0,3,3,0,
1398/12/08,18:30,لیگ برتر ایران,1398-1399,هفته 21,شهرخودرو مشهد,3,1,2,3,1,https://video.varzesh3.com/video/210632/
1399/04/08,21:00,لیگ برتر ایران,1398-1399,هفته 22,پیکان,3,1,2,3,0,https://video.varzesh3.com/video/216324/
1399/04/14,21:00,لیگ برتر ایران,1398-1399,هفته 23,شاهین شهرداری بوشهر,1,0,1,3,1,https://video.varzesh3.com/video/216637/
1399/04/20,20:15,لیگ برتر ایران,1398-1399,هفته 24,ماشین سازی تبریز,1,0,1,3,0,https://video.varzesh3.com/video/216932/
1399/04/28,21:00,لیگ برتر ایران,1398-1399,هفته 25,فولاد,1,0,1,3,1,https://video.varzesh3.com/video/217374/
1399/05/03,20:45,لیگ برتر ایران,1398-1399,هفته 26,نفت مسجدسلیمان,2,1,1,3,0,https://video.varzesh3.com/video/217664/
1399/05/11,19:30,لیگ برتر ایران,1398-1399,هفته 27,نساجی مازندران,1,1,0,1,0,https://video.varzesh3.com/video/218051/
1399/05/17,20:30,لیگ برتر ایران,1398-1399,هفته 28,ذوب آهن,0,1,-1,0,1,https://video.varzesh3.com/video/218347/
1399/05/25,20:45,لیگ برتر ایران,1398-1399,هفته 29,گل گهر سیرجان,3,3,0,1,0,https://video.varzesh3.com/video/218787/
1399/05/30,20:45,لیگ برتر ایران,1398-1399,هفته 30,سایپا,3,0,3,3,1,https://video.varzesh3.com/video/219039/
1399/06/05,19:00,جام حذفی ایران,98-99,نیمه نهایی,استقلال,2,2,0,1,1,https://video.varzesh3.com/video/219355/
1399/06/25,22:30,لیگ نخبگان آسیا,2020,هفته 1,التعاون,1,0,1,3,1,https://video.varzesh3.com/video/220187/
1399/06/28,22:30,لیگ نخبگان آسیا,2020,هفته 1,التعاون,1,0,1,3,0,https://video.varzesh3.com/video/220305/
1399/06/31,18:30,لیگ نخبگان آسیا,2020,هفته 1,الدحیل,0,1,-1,0,1,https://video.varzesh3.com/video/220427/
1399/07/03,21:30,لیگ نخبگان آسیا,2020,هفته 1,شارجه امارات,4,0,4,3,1,https://video.varzesh3.com/video/220557/
1399/07/06,17:10,لیگ نخبگان آسیا,2020,یک هشتم نهایی,السد,1,0,1,3,1,https://video.varzesh3.com/video/220677/
1399/07/09,21:15,لیگ نخبگان آسیا,2020,یک چهارم نهایی,پاختاکور,2,0,2,3,1,https://video.varzesh3.com/video/220840/
1399/07/12,18:30,لیگ نخبگان آسیا,2020,نیمه نهایی,النصر,1,1,0,1,0,https://video.varzesh3.com/video/220979/
1399/08/16,16:30,لیگ برتر ایران,1399-1400,هفته 1,سایپا,0,0,0,1,0,https://video.varzesh3.com/video/222565/
1399/09/01,16:20,لیگ برتر ایران,1399-1400,هفته 2,صنعت نفت آبادان,1,0,1,3,1,https://video.varzesh3.com/video/223268/
1398/03/12,23:20,جام حذفی ایران,97-98,فینال,داماش گیلان,1,0,1,3,0,https://video.varzesh3.com/video/192853/
1398/05/31,19:10,لیگ برتر ایران,1398-1399,هفته 1,پارس جنوبی جم,1,0,1,3,1,https://video.varzesh3.com/video/198215/
1398/06/08,17:45,لیگ برتر ایران,1398-1399,هفته 2,تراکتور,0,1,-1,0,0,https://video.varzesh3.com/video/198831/
1398/06/25,19:45,لیگ برتر ایران,1398-1399,هفته 3,صنعت نفت آبادان,1,0,1,3,1,https://video.varzesh3.com/video/199850/
1398/06/31,16:00,لیگ برتر ایران,1398-1399,هفته 4,استقلال,1,0,1,3,0,https://video.varzesh3.com/video/200339/
1398/07/04,16:15,لیگ برتر ایران,1398-1399,هفته 5,سپاهان,0,2,-2,0,1,https://video.varzesh3.com/video/200584/
1398/07/08,15:00,جام حذفی ایران,98-99,1/16 نهایی,ماشین سازی تبریز,1,0,1,3,0,https://video.varzesh3.com/video/200798/
1398/07/12,18:15,لیگ برتر ایران,1398-1399,هفته 6,شهرخودرو مشهد,0,1,-1,0,0,https://video.varzesh3.com/video/201133/
1398/07/28,18:00,لیگ برتر ایران,1398-1399,هفته 7,پیکان,2,1,1,3,1,https://video.varzesh3.com/video/202112/
1398/08/03,16:45,لیگ برتر ایران,1398-1399,هفته 8,شاهین شهرداری بوشهر,5,0,5,3,0,https://video.varzesh3.com/video/202426/
1398/08/09,16:30,لیگ برتر ایران,1398-1399,هفته 9,ماشین سازی تبریز,0,0,0,1,1,https://video.varzesh3.com/video/202874/
1398/08/13,17:45,لیگ برتر ایران,1398-1399,هفته 10,فولاد,1,0,1,3,0,https://video.varzesh3.com/video/203192/
1398/09/01,16:15,لیگ برتر ایران,1398-1399,هفته 11,نفت مسجدسلیمان,0,1,-1,0,1,https://video.varzesh3.com/video/204216/
1398/09/05,16:15,جام حذفی ایران,98-99,1/8 نهایی,صنعت نفت آبادان,1,0,1,3,1,https://video.varzesh3.com/video/204452/
1398/09/14,17:30,لیگ برتر ایران,1398-1399,هفته 13,ذوب آهن,3,0,3,3,0,https://video.varzesh3.com/video/205074/
1398/09/19,17:30,لیگ برتر ایران,1398-1399,هفته 14,گل گهر سیرجان,2,1,1,3,1,https://video.varzesh3.com/video/205472/
1398/09/23,15:00,لیگ برتر ایران,1398-1399,هفته 15,سایپا,2,0,2,3,0,https://video.varzesh3.com/video/205734/
1398/09/28,15:00,لیگ برتر ایران,1398-1399,هفته 16,پارس جنوبی جم,1,0,1,3,0,https://video.varzesh3.com/video/206057/
1398/10/02,15:00,جام حذفی ایران,98-99,1/4 نهایی,شهرداری ماهشهر,2,0,2,3,0,https://video.varzesh3.com/video/206363/
1398/10/06,16:30,لیگ برتر ایران,1398-1399,هفته 12,نساجی مازندران,1,0,1,3,1,https://video.varzesh3.com/video/206619/
1398/11/06,15:15,لیگ برتر ایران,1398-1399,هفته 17,تراکتور,2,0,2,3,1,https://video.varzesh3.com/video/208538/
1398/11/12,15:00,لیگ برتر ایران,1398-1399,هفته 18,صنعت نفت آبادان,1,0,1,3,0,https://video.varzesh3.com/video/208907/
1397/11/11,15:00,جام حذفی ایران,97-98,1/8 نهایی,سپیدرود رشت,1,0,1,3,0,https://video.varzesh3.com/video/184859/
1397/11/17,17:00,لیگ برتر ایران,1397-1398,هفته 16,شهرخودرو مشهد,2,0,2,3,1,https://video.varzesh3.com/video/185265/
1397/11/21,15:15,لیگ برتر ایران,1397-1398,هفته 17,فولاد,1,2,-1,0,0,https://video.varzesh3.com/video/185523/
1397/11/25,16:00,لیگ برتر ایران,1397-1398,هفته 18,استقلال خوزستان,2,0,2,3,1,https://video.varzesh3.com/video/185777/
1397/11/29,17:15,جام حذفی ایران,97-98,1/4 نهایی,شهرخودرو مشهد,1,1,0,1,1,https://video.varzesh3.com/video/186072/
1397/12/04,16:00,لیگ برتر ایران,1397-1398,هفته 19,نفت مسجدسلیمان,0,0,0,1,0,https://video.varzesh3.com/video/186412/
1397/12/09,18:30,لیگ برتر ایران,1397-1398,هفته 20,صنعت نفت آبادان,1,0,1,3,1,https://video.varzesh3.com/video/186749/
1397/12/14,18:30,لیگ نخبگان آسیا,2019,هفته 1,پاختاکور,1,1,0,1,1,https://video.varzesh3.com/video/187125/
1397/12/17,16:00,لیگ برتر ایران,1397-1398,هفته 21,نساجی مازندران,1,1,0,1,0,https://video.varzesh3.com/video/187337/
1397/12/21,19:15,لیگ نخبگان آسیا,2019,هفته 1,السد,0,1,-1,0,0,https://video.varzesh3.com/video/187603/
1397/12/25,16:30,لیگ برتر ایران,1397-1398,هفته 22,سپیدرود رشت,3,1,2,3,0,https://video.varzesh3.com/video/187879/
1398/01/10,16:00,لیگ برتر ایران,1397-1398,هفته 23,استقلال,1,0,1,3,1,https://video.varzesh3.com/video/188631/
1398/01/15,17:45,لیگ برتر ایران,1397-1398,هفته 24,پیکان,2,0,2,3,0,https://video.varzesh3.com/video/188983/
1398/01/20,20:00,لیگ نخبگان آسیا,2019,هفته 1,الاهلی عربستان,2,0,2,3,1,https://video.varzesh3.com/video/189299/
1398/01/24,19:00,لیگ برتر ایران,1397-1398,هفته 25,سایپا,3,2,1,3,1,https://video.varzesh3.com/video/189537/
1398/01/28,18:00,لیگ برتر ایران,1397-1398,هفته 26,ذوب آهن,0,0,0,1,0,https://video.varzesh3.com/video/189783/
1398/02/02,20:00,لیگ نخبگان آسیا,2019,هفته 1,الاهلی عربستان,1,2,-1,0,0,https://video.varzesh3.com/video/190134/
1398/02/06,20:15,لیگ برتر ایران,1397-1398,هفته 27,سپاهان,0,0,0,1,1,https://video.varzesh3.com/video/190401/
1398/02/11,17:00,لیگ برتر ایران,1397-1398,هفته 28,تراکتور,1,1,0,1,0,https://video.varzesh3.com/video/190700/
1398/02/16,17:30,لیگ نخبگان آسیا,2019,هفته 1,پاختاکور,0,1,-1,0,0,https://video.varzesh3.com/video/191067/
1398/02/21,21:30,لیگ برتر ایران,1397-1398,هفته 29,ماشین سازی تبریز,1,1,0,1,1,https://video.varzesh3.com/video/191369/
1398/02/26,21:30,لیگ برتر ایران,1397-1398,هفته 30,پارس جنوبی جم,1,0,1,3,0,https://video.varzesh3.com/video/191681/
1398/02/30,21:00,لیگ نخبگان آسیا,2019,هفته 1,السد,2,0,2,3,1,https://video.varzesh3.com/video/191962/
1398/03/08,21:00,جام حذفی ایران,97-98,1/2 نهایی,سپاهان,1,0,1,3,0,https://video.varzesh3.com/video/192554/
1397/02/24,19:30,لیگ نخبگان آسیا,2018,یک هشتم نهایی,الجزیره امارات,2,1,1,3,1,https://video.varzesh3.com/video/166645/
1397/04/29,20:45,لیگ برتر ایران,1396-1397,سوپر جام,استقلال,0,0,0,1,1,
1397/05/04,20:45,لیگ برتر ایران,1397-1398,هفته 1,شهرخودرو مشهد,1,0,1,3,0,https://video.varzesh3.com/video/171815/
1397/05/12,20:45,لیگ برتر ایران,1397-1398,هفته 2,فولاد,3,0,3,3,1,https://video.varzesh3.com/video/172289/
1397/05/18,20:30,لیگ برتر ایران,1397-1398,هفته 3,استقلال خوزستان,0,0,0,1,0,https://video.varzesh3.com/video/172615/
1397/05/26,20:30,لیگ برتر ایران,1397-1398,هفته 4,نفت مسجدسلیمان,0,0,0,1,1,https://video.varzesh3.com/video/173103/
1397/06/01,20:15,لیگ برتر ایران,1397-1398,هفته 5,صنعت نفت آبادان,1,1,0,1,0,https://video.varzesh3.com/video/173517/
1397/06/06,20:00,لیگ نخبگان آسیا,2018,یک چهارم نهایی,الدحیل,0,1,-1,0,0,https://video.varzesh3.com/video/173856/
1397/06/21,20:30,لیگ برتر ایران,1397-1398,هفته 6,نساجی مازندران,2,1,1,3,1,https://video.varzesh3.com/video/174792/
1397/06/26,18:30,لیگ نخبگان آسیا,2018,یک چهارم نهایی,الدحیل,3,1,2,3,1,https://video.varzesh3.com/video/175090/
1397/07/01,19:30,لیگ برتر ایران,1397-1398,هفته 7,سپیدرود رشت,1,0,1,3,1,https://video.varzesh3.com/video/175485/
1397/07/05,18:30,لیگ برتر ایران,1397-1398,هفته 8,استقلال,0,0,0,1,0,https://video.varzesh3.com/video/175768/
1397/07/10,18:45,لیگ نخبگان آسیا,2018,نیمه نهایی,السد,1,0,1,3,0,https://video.varzesh3.com/video/176101/
1397/07/26,18:00,جام حذفی ایران,97-98,1/16 نهایی,نود ارومیه,1,0,1,3,1,https://video.varzesh3.com/video/177119/
1397/08/01,18:30,لیگ نخبگان آسیا,2018,نیمه نهایی,السد,1,1,0,1,1,https://video.varzesh3.com/video/177443/
1397/08/05,16:35,لیگ برتر ایران,1397-1398,هفته 10,سایپا,1,1,0,1,0,https://video.varzesh3.com/video/177746/
1397/08/12,09:30,لیگ نخبگان آسیا,2018,فینال,کاشیما آنتلرز,0,2,-2,0,0,https://video.varzesh3.com/video/178248/
1397/08/19,18:30,لیگ نخبگان آسیا,2018,فینال,کاشیما آنتلرز,0,0,0,1,1,https://video.varzesh3.com/video/178843/
1397/08/28,16:15,لیگ برتر ایران,1397-1398,هفته 9,پیکان,2,1,1,3,1,https://video.varzesh3.com/video/179453/
1397/09/04,15:00,لیگ برتر ایران,1397-1398,هفته 13,تراکتور,0,0,0,1,1,https://video.varzesh3.com/video/179877/
1397/09/08,15:00,لیگ برتر ایران,1397-1398,هفته 14,ماشین سازی تبریز,1,0,1,3,0,https://video.varzesh3.com/video/180154/
1397/09/13,16:15,لیگ برتر ایران,1397-1398,هفته 11,ذوب آهن,1,0,1,3,1,https://video.varzesh3.com/video/180540/
1397/09/18,16:10,لیگ برتر ایران,1397-1398,هفته 12,سپاهان,1,1,0,1,0,https://video.varzesh3.com/video/180888/
1397/09/23,16:15,لیگ برتر ایران,1397-1398,هفته 15,پارس جنوبی جم,3,1,2,3,1,https://video.varzesh3.com/video/181287/
1396/09/24,16:15,جام حذفی ایران,96-97,یک هشتم نهایی,بادران تهران,2,1,1,3,0,https://video.varzesh3.com/video/148102/
1396/09/28,14:30,جام حذفی ایران,96-97,یک چهارم نهایی,صنعت نفت آبادان,1,1,0,1,1,https://video.varzesh3.com/video/148332/
1396/10/03,14:30,لیگ برتر ایران,1396-1397,هفته 16,فولاد,1,1,0,1,0,https://video.varzesh3.com/video/148593/
1396/10/08,14:30,لیگ برتر ایران,1396-1397,هفته 17,تراکتور,2,0,2,3,1,https://video.varzesh3.com/video/148875/
1396/10/15,16:30,لیگ برتر ایران,1396-1397,هفته 18,نفت تهران,0,0,0,1,1,https://video.varzesh3.com/video/159235/
1396/10/22,14:30,لیگ برتر ایران,1396-1397,هفته 19,سیاه جامگان,1,0,1,3,0,https://video.varzesh3.com/video/159594/
1396/10/28,15:30,لیگ برتر ایران,1396-1397,هفته 20,گسترش فولاد,1,1,0,1,1,https://video.varzesh3.com/video/159910/
1396/11/06,15:30,لیگ برتر ایران,1396-1397,هفته 21,پیکان,3,1,2,3,0,https://video.varzesh3.com/video/160392/
1396/11/13,15:50,لیگ برتر ایران,1396-1397,هفته 22,سپاهان,2,0,2,3,1,https://video.varzesh3.com/video/160824/
1396/11/18,17:00,لیگ برتر ایران,1396-1397,هفته 23,صنعت نفت آبادان,3,0,3,3,0,https://video.varzesh3.com/video/161158/
1396/11/24,17:15,لیگ نخبگان آسیا,2018,هفته 1,نسف قارشی,3,0,3,3,1,https://video.varzesh3.com/video/161532/
1396/12/01,19:00,لیگ نخبگان آسیا,2018,هفته 1,السد,1,3,-2,0,0,https://video.varzesh3.com/video/161918/
1396/12/05,18:30,لیگ برتر ایران,1396-1397,هفته 24,استقلال خوزستان,1,0,1,3,1,https://video.varzesh3.com/video/162147/
1396/12/10,15:45,لیگ برتر ایران,1396-1397,هفته 25,استقلال,0,1,-1,0,0,https://video.varzesh3.com/video/162408/
1396/12/14,17:15,لیگ نخبگان آسیا,2018,هفته 1,الوصل امارات,2,0,2,3,1,https://video.varzesh3.com/video/162664/
1396/12/22,18:45,لیگ نخبگان آسیا,2018,هفته 1,الوصل امارات,1,0,1,3,0,https://video.varzesh3.com/video/163120/
1397/01/09,18:45,لیگ برتر ایران,1396-1397,هفته 26,سایپا,1,2,-1,0,1,https://video.varzesh3.com/video/163902/
1397/01/13,19:00,لیگ نخبگان آسیا,2018,هفته 1,نسف قارشی,0,0,0,1,0,https://video.varzesh3.com/video/164083/
1397/01/18,17:00,لیگ برتر ایران,1396-1397,هفته 27,شهرخودرو مشهد,1,0,1,3,0,https://video.varzesh3.com/video/164421/
1397/01/22,19:00,لیگ برتر ایران,1396-1397,هفته 28,پارس جنوبی جم,1,1,0,1,1,https://video.varzesh3.com/video/164678/
1397/01/27,19:30,لیگ نخبگان آسیا,2018,هفته 1,السد,1,0,1,3,1,https://video.varzesh3.com/video/164960/
1397/02/02,18:00,لیگ برتر ایران,1396-1397,هفته 29,ذوب آهن,1,2,-1,0,0,https://video.varzesh3.com/video/165360/
1397/02/07,19:15,لیگ برتر ایران,1396-1397,هفته 30,سپیدرود رشت,3,0,3,3,1,https://video.varzesh3.com/video/165660/
1397/02/17,20:00,لیگ نخبگان آسیا,2018,یک هشتم نهایی,الجزیره امارات,2,3,-1,0,0,https://video.varzesh3.com/video/166212/
1396/02/18,19:55,لیگ نخبگان آسیا,2017,هفته 1,الوحده امارات,4,2,2,3,1,https://video.varzesh3.com/video/137914/
1396/03/02,19:30,لیگ نخبگان آسیا,2017,یک هشتم نهایی,الدحیل,0,0,0,1,1,https://video.varzesh3.com/video/138625/
1396/03/09,23:30,لیگ نخبگان آسیا,2017,یک هشتم نهایی,الدحیل,1,0,1,3,0,https://video.varzesh3.com/video/138945/
1396/04/30,21:00,لیگ برتر ایران,1395-1396,سوپر جام,نفت تهران,3,0,3,3,1,https://video.varzesh3.com/video/140734/
1396/05/05,21:00,لیگ برتر ایران,1396-1397,هفته 1,فولاد,2,0,2,3,1,https://video.varzesh3.com/video/141112/
1396/05/12,19:30,لیگ برتر ایران,1396-1397,هفته 2,تراکتور,2,1,1,3,0,https://video.varzesh3.com/video/141459/
1396/05/19,20:45,لیگ برتر ایران,1396-1397,هفته 3,نفت تهران,3,0,3,3,0,https://video.varzesh3.com/video/141786/
1396/05/25,20:45,لیگ برتر ایران,1396-1397,هفته 4,سیاه جامگان,1,1,0,1,1,https://video.varzesh3.com/video/142084/
1396/05/31,20:30,لیگ نخبگان آسیا,2017,یک چهارم نهایی,الاهلی عربستان,2,2,0,1,1,https://video.varzesh3.com/video/142426/
1396/06/16,17:15,لیگ برتر ایران,1396-1397,هفته 5,گسترش فولاد,3,0,3,3,0,https://video.varzesh3.com/video/143112/
1396/06/21,19:45,لیگ نخبگان آسیا,2017,یک چهارم نهایی,الاهلی عربستان,3,1,2,3,0,https://video.varzesh3.com/video/143420/
1396/06/26,20:00,لیگ برتر ایران,1396-1397,هفته 6,پیکان,0,1,-1,0,1,https://video.varzesh3.com/video/143652/
1396/06/30,20:00,لیگ برتر ایران,1396-1397,هفته 7,سپاهان,2,2,0,1,0,https://video.varzesh3.com/video/143812/
1396/07/04,19:30,لیگ نخبگان آسیا,2017,نیمه نهایی,الهلال,0,4,-4,0,0,https://video.varzesh3.com/video/144087/
1396/07/20,17:00,لیگ برتر ایران,1396-1397,هفته 9,استقلال خوزستان,3,1,2,3,0,https://video.varzesh3.com/video/144799/
1396/07/25,19:30,لیگ نخبگان آسیا,2017,نیمه نهایی,الهلال,2,2,0,1,1,https://video.varzesh3.com/video/145052/
1396/07/29,16:45,جام حذفی ایران,96-97,1/16 نهایی,نفت تهران,2,0,2,3,1,https://video.varzesh3.com/video/145245/
1396/08/04,16:40,لیگ برتر ایران,1396-1397,هفته 10,استقلال,1,0,1,3,1,https://video.varzesh3.com/video/145485/
1396/08/09,15:00,لیگ برتر ایران,1396-1397,هفته 11,سایپا,2,0,2,3,0,https://video.varzesh3.com/video/145717/
1396/08/29,17:30,لیگ برتر ایران,1396-1397,هفته 12,شهرخودرو مشهد,0,0,0,1,1,https://video.varzesh3.com/video/146637/
1396/09/04,15:00,لیگ برتر ایران,1396-1397,هفته 13,پارس جنوبی جم,1,0,1,3,0,https://video.varzesh3.com/video/146907/
1396/09/10,15:00,لیگ برتر ایران,1396-1397,هفته 14,ذوب آهن,4,0,4,3,1,https://video.varzesh3.com/video/147256/
1396/09/15,15:00,لیگ برتر ایران,1396-1397,هفته 15,سپیدرود رشت,1,0,1,3,0,https://video.varzesh3.com/video/147577/
1396/09/20,16:15,لیگ برتر ایران,1396-1397,هفته 8,صنعت نفت آبادان,2,0,2,3,1,https://video.varzesh3.com/video/147857/
1395/09/12,17:15,لیگ برتر ایران,1395-1396,هفته 12,ماشین سازی تبریز,1,0,1,3,1,https://video.varzesh3.com/video/128577/
1395/09/20,14:00,لیگ برتر ایران,1395-1396,هفته 13,شهرخودرو مشهد,2,1,1,3,0,https://video.varzesh3.com/video/129154/
1395/09/26,16:20,لیگ برتر ایران,1395-1396,هفته 14,ذوب آهن,0,1,-1,0,0,https://video.varzesh3.com/video/129608/
1395/10/03,15:15,لیگ برتر ایران,1395-1396,هفته 15,سیاه جامگان,3,0,3,3,1,https://video.varzesh3.com/video/130086/
1395/10/24,16:35,لیگ برتر ایران,1395-1396,هفته 16,سایپا,1,0,1,3,1,https://video.varzesh3.com/video/131514/
1395/10/29,15:00,لیگ برتر ایران,1395-1396,هفته 17,فولاد,3,0,3,3,0,https://video.varzesh3.com/video/131860/
1395/11/04,16:45,لیگ برتر ایران,1395-1396,هفته 18,گسترش فولاد,1,0,1,3,1,https://video.varzesh3.com/video/132200/
1395/11/09,16:50,لیگ برتر ایران,1395-1396,هفته 19,صبای قم,2,0,2,3,0,https://video.varzesh3.com/video/132576/
1395/11/17,15:00,لیگ برتر ایران,1395-1396,هفته 20,تراکتور,3,0,3,3,1,https://video.varzesh3.com/video/133122/
1395/11/24,15:00,لیگ برتر ایران,1395-1396,هفته 21,استقلال,2,3,-1,0,0,https://video.varzesh3.com/video/133583/
1395/11/28,17:10,لیگ برتر ایران,1395-1396,هفته 22,سپاهان,2,1,1,3,1,https://video.varzesh3.com/video/133871/
1395/12/03,18:30,لیگ نخبگان آسیا,2017,هفته 1,الهلال,1,1,0,1,1,https://video.varzesh3.com/video/134246/
1395/12/10,18:40,لیگ نخبگان آسیا,2017,هفته 1,الوحده امارات,3,2,1,3,0,https://video.varzesh3.com/video/134673/
1395/12/15,17:25,لیگ برتر ایران,1395-1396,هفته 23,نفت تهران,2,0,2,3,0,https://video.varzesh3.com/video/134939/
1395/12/19,17:30,لیگ برتر ایران,1395-1396,هفته 24,استقلال خوزستان,1,0,1,3,1,https://video.varzesh3.com/video/135140/
1395/12/24,18:55,لیگ نخبگان آسیا,2017,هفته 1,الریان,1,3,-2,0,0,https://video.varzesh3.com/video/135408/
1396/01/12,16:30,لیگ برتر ایران,1395-1396,هفته 25,صنعت نفت آبادان,0,1,-1,0,0,https://video.varzesh3.com/video/136135/
1396/01/16,18:50,لیگ برتر ایران,1395-1396,هفته 26,پیکان,2,0,2,3,1,https://video.varzesh3.com/video/136329/
1396/01/21,19:00,لیگ نخبگان آسیا,2017,هفته 1,الریان,0,0,0,1,1,https://video.varzesh3.com/video/136577/
1396/01/26,17:00,لیگ برتر ایران,1395-1396,هفته 27,ماشین سازی تبریز,2,0,2,3,0,https://video.varzesh3.com/video/136825/
